Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Make_mean_encoded
MASERATI,Ghibli S,MID-SIZE,3.0,6,AS8,Z,14.7,9.9,12.6,22,295,318.1475409836066
MASERATI,Ghibli SQ4,MID-SIZE,3.0,6,AS8,Z,14.7,9.9,12.6,22,295,318.1475409836066
MASERATI,GranTurismo Convertible,SUBCOMPACT,4.7,8,AS6,Z,17.8,11.6,15.0,19,354,318.1475409836066
MASERATI,Levante,SUV - STANDARD,3.0,6,AS8,Z,15.9,11.1,13.7,21,324,318.1475409836066
MASERATI,Levante S,SUV - STANDARD,3.0,6,AS8,Z,16.1,11.4,14.0,20,330,318.1475409836066
MASERATI,Levante GTS,SUV - STANDARD,3.8,8,AS8,Z,17.9,12.9,15.3,18,360,318.1475409836066
MASERATI,Levante Trofeo,SUV - STANDARD,3.8,8,AS8,Z,17.9,12.9,15.3,18,360,318.1475409836066
MASERATI,Quattroporte S,FULL-SIZE,3.0,6,AS8,Z,15.1,10.3,12.8,22,299,318.1475409836066
MASERATI,Quattroporte SQ4,FULL-SIZE,3.0,6,AS8,Z,15.0,10.3,12.8,22,301,318.1475409836066
MASERATI,Quattroporte GTS,FULL-SIZE,3.8,8,AS8,Z,16.0,10.8,13.7,21,321,318.1475409836066
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,8.3,6.9,7.7,37,179,193.67222222222222
MAZDA,CX-3,COMPACT,2.0,4,M6,X,8.8,7.0,8.0,35,186,193.67222222222222
MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,X,8.6,7.4,8.1,35,189,193.67222222222222
MAZDA,CX-5,SUV - SMALL,2.0,4,M6,X,9.7,7.7,8.8,32,206,193.67222222222222
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.7,7.8,8.8,32,206,193.67222222222222
MAZDA,CX-5 (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,9.3,7.6,8.5,33,201,193.67222222222222
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,10.2,8.2,9.3,30,217,193.67222222222222
MAZDA,CX-5 4WD (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,9.8,7.9,9.0,31,208,193.67222222222222
MAZDA,CX-5 Turbo 4WD,SUV - SMALL,2.5,4,AS6,X,10.8,8.7,9.8,29,230,193.67222222222222
MAZDA,CX-5 Diesel 4WD,SUV - SMALL,2.2,4,AS6,D,8.9,7.9,8.4,34,227,193.67222222222222
MAZDA,CX-9,SUV - SMALL,2.5,4,AS6,X,10.6,8.4,9.6,29,225,193.67222222222222
MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS6,X,11.6,9.1,10.5,27,244,193.67222222222222
MAZDA,Mazda3 4-Door,COMPACT,2.0,4,AS6,X,8.4,6.6,7.6,37,178,193.67222222222222
MAZDA,Mazda3 4-Door (SIL),COMPACT,2.0,4,M6,X,8.7,6.4,7.7,37,180,193.67222222222222
MAZDA,Mazda3 4-Door,COMPACT,2.5,4,AS6,X,8.8,6.4,7.7,37,181,193.67222222222222
MAZDA,Mazda3 4-Door (Cylinder Deactivation),COMPACT,2.5,4,AS6,X,8.8,6.6,7.8,36,183,193.67222222222222
MAZDA,Mazda3 4-Door 4WD,COMPACT,2.5,4,AS6,X,9.2,7.0,8.2,34,192,193.67222222222222
MAZDA,Mazda3 5-Door,MID-SIZE,2.0,4,AS6,X,8.6,6.7,7.7,37,181,193.67222222222222
MAZDA,Mazda3 5-Door (SIL),MID-SIZE,2.0,4,M6,X,8.7,6.6,7.8,36,181,193.67222222222222
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,AS6,X,9.0,6.8,8.0,35,187,193.67222222222222
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,M6,X,9.2,6.6,8.1,35,189,193.67222222222222
MAZDA,Mazda3 5-Door 4WD,MID-SIZE,2.5,4,AS6,X,9.8,7.4,8.7,32,204,193.67222222222222
MAZDA,Mazda6,MID-SIZE,2.5,4,AS6,X,9.1,6.7,8.0,35,187,193.67222222222222
MAZDA,Mazda6 Turbo,MID-SIZE,2.5,4,AS6,X,10.0,7.5,8.9,32,208,193.67222222222222
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,9.0,6.6,7.9,36,186,193.67222222222222
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,9.0,7.0,8.1,35,189,193.67222222222222
MERCEDES-BENZ,A 220,SUBCOMPACT,2.0,4,AM7,Z,9.7,6.8,8.4,34,195,277.38663484486875
MERCEDES-BENZ,A 220 4MATIC,SUBCOMPACT,2.0,4,AM7,Z,9.6,7.1,8.5,33,199,277.38663484486875
MERCEDES-BENZ,A 250,STATION WAGON - SMALL,2.0,4,AM7,Z,9.4,6.8,8.3,34,192,277.38663484486875
MERCEDES-BENZ,A 250 4MATIC,STATION WAGON - SMALL,2.0,4,AM7,Z,9.9,7.0,8.6,33,201,277.38663484486875
MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3.0,6,A9,Z,12.4,8.7,10.7,26,253,277.38663484486875
MERCEDES-BENZ,AMG C 43 4MATIC Cabriolet,SUBCOMPACT,3.0,6,A9,Z,12.7,9.2,11.2,25,263,277.38663484486875
MERCEDES-BENZ,AMG C 43 4MATIC Coupe,SUBCOMPACT,3.0,6,A9,Z,12.9,8.8,11.1,25,255,277.38663484486875
MERCEDES-BENZ,AMG C 43 4MATIC Wagon,STATION WAGON - SMALL,3.0,6,A9,Z,12.4,8.9,10.8,26,255,277.38663484486875
MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,A9,Z,13.2,8.7,11.2,25,263,277.38663484486875
MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8,A9,Z,13.2,8.7,11.2,25,263,277.38663484486875
MERCEDES-BENZ,AMG C 63 S Cabriolet,SUBCOMPACT,4.0,8,A9,Z,13.9,9.7,12.0,24,282,277.38663484486875
MERCEDES-BENZ,AMG C 63 S Coupe,SUBCOMPACT,4.0,8,A9,Z,13.9,9.2,11.8,24,277,277.38663484486875
MERCEDES-BENZ,AMG CLA 45 4MATIC,MINICOMPACT,2.0,4,AM7,Z,10.3,7.9,9.2,31,217,277.38663484486875
MERCEDES-BENZ,AMG CLS 53 4MATIC+,COMPACT,3.0,6,A9,Z,12.4,8.7,10.7,26,235,277.38663484486875
MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3.0,6,A9,Z,11.2,8.3,9.9,29,232,277.38663484486875
MERCEDES-BENZ,AMG E 53 4MATIC+ Cabriolet,SUBCOMPACT,3.0,6,A9,Z,12.5,9.0,10.9,26,245,277.38663484486875
MERCEDES-BENZ,AMG E 53 4MATIC+ Coupe,SUBCOMPACT,3.0,6,A9,Z,12.3,8.5,10.6,27,237,277.38663484486875
MERCEDES-BENZ,AMG E 53 4MATIC+ Wagon,STATION WAGON - MID-SIZE,3.0,6,A9,Z,11.5,8.6,10.2,28,239,277.38663484486875
MERCEDES-BENZ,AMG E 63 S 4MATIC+,MID-SIZE,4.0,8,A9,Z,16.0,10.5,13.5,21,318,277.38663484486875
MERCEDES-BENZ,AMG E 63 S 4MATIC+ Wagon,STATION WAGON - MID-SIZE,4.0,8,A9,Z,14.6,10.4,12.7,22,299,277.38663484486875
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,4.0,8,A9,Z,18.1,15.6,17.0,17,396,277.38663484486875
MERCEDES-BENZ,AMG GLA 45 4MATIC,STATION WAGON - MID-SIZE,2.0,4,AM7,Z,10.7,8.3,9.6,29,225,277.38663484486875
MERCEDES-BENZ,AMG GLC 43 4MATIC,SUV - SMALL,3.0,6,A9,Z,12.5,9.6,11.2,25,262,277.38663484486875
MERCEDES-BENZ,AMG GLC 43 4MATIC Coupe,SUV - SMALL,3.0,6,A9,Z,12.6,9.7,11.3,25,265,277.38663484486875
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV - SMALL,4.0,8,A9,Z,15.0,10.9,13.2,21,309,277.38663484486875
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,SUV - SMALL,4.0,8,A9,Z,15.0,10.9,13.2,21,309,277.38663484486875
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,A9,Z,14.0,10.6,12.4,23,292,277.38663484486875
MERCEDES-BENZ,AMG GLE 43 4MATIC Coupe,SUV - STANDARD,3.0,6,A9,Z,14.1,10.9,12.6,22,297,277.38663484486875
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,4.7,8,A7,Z,17.7,13.4,15.8,18,370,277.38663484486875
MERCEDES-BENZ,AMG GLE 63 S 4MATIC Coupe,SUV - STANDARD,4.7,8,A7,Z,17.2,12.8,15.2,19,357,277.38663484486875
MERCEDES-BENZ,AMG GLS 63 4MATIC,SUV - STANDARD,4.7,8,A7,Z,17.8,13.2,15.7,18,370,277.38663484486875
MERCEDES-BENZ,AMG GT 53 4MATIC+ Coupe,COMPACT,3.0,6,A9,Z,12.4,9.8,11.2,25,264,277.38663484486875
MERCEDES-BENZ,AMG GT 63 4MATIC+ Coupe,COMPACT,4.0,8,A9,Z,15.5,11.5,13.7,21,323,277.38663484486875
MERCEDES-BENZ,AMG GT 63 S 4MATIC+ Coupe,COMPACT,4.0,8,A9,Z,15.6,11.5,13.7,21,324,277.38663484486875
MERCEDES-BENZ,AMG GT C Coupe,TWO-SEATER,4.0,8,AM7,Z,15.3,11.4,13.5,21,315,277.38663484486875
MERCEDES-BENZ,AMG GT C Roadster,TWO-SEATER,4.0,8,AM7,Z,15.2,11.4,13.5,21,315,277.38663484486875
MERCEDES-BENZ,AMG GT R Coupe,TWO-SEATER,4.0,8,AM7,Z,15.9,11.8,14.0,20,327,277.38663484486875
MERCEDES-BENZ,AMG S 63 4MATIC+,FULL-SIZE,4.0,8,A9,Z,14.1,8.9,11.8,24,275,277.38663484486875
MERCEDES-BENZ,AMG S 63 4MATIC+ Cabriolet,SUBCOMPACT,4.0,8,A9,Z,15.8,9.8,13.1,22,306,277.38663484486875
MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,COMPACT,4.0,8,A9,Z,14.0,8.7,11.6,24,271,277.38663484486875
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,A7,Z,18.6,10.9,15.1,19,356,277.38663484486875
MERCEDES-BENZ,AMG S 65 Cabriolet,SUBCOMPACT,6.0,12,A9,Z,17.1,11.0,14.3,20,337,277.38663484486875
MERCEDES-BENZ,AMG S 65 Coupe,COMPACT,6.0,12,A9,Z,17.6,11.0,14.6,19,343,277.38663484486875
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,A7,Z,15.3,10.2,13.0,22,303,277.38663484486875
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6,A9,Z,11.8,8.2,10.2,28,238,277.38663484486875
MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2.0,4,AM7,Z,9.8,6.8,8.4,34,196,277.38663484486875
MERCEDES-BENZ,B 250 4MATIC,STATION WAGON - SMALL,2.0,4,AM7,Z,10.3,7.8,9.1,31,215,277.38663484486875
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4,A9,Z,11.0,7.3,9.4,30,219,277.38663484486875
MERCEDES-BENZ,C 300 4MATIC Cabriolet,SUBCOMPACT,2.0,4,A9,Z,11.3,8.1,9.9,29,231,277.38663484486875
MERCEDES-BENZ,C 300 4MATIC Coupe,SUBCOMPACT,2.0,4,A9,Z,10.9,7.7,9.5,30,221,277.38663484486875
MERCEDES-BENZ,C 300 4MATIC Wagon,STATION WAGON - SMALL,2.0,4,A9,Z,10.9,7.7,9.5,30,221,277.38663484486875
MERCEDES-BENZ,CLA 250,MINICOMPACT,2.0,4,AM7,Z,9.6,6.6,8.2,34,193,277.38663484486875
MERCEDES-BENZ,CLA 250 4MATIC,MINICOMPACT,2.0,4,AM7,Z,9.9,7.3,8.7,32,204,277.38663484486875
MERCEDES-BENZ,CLS 450 4MATIC,COMPACT,3.0,6,A9,Z,11.3,7.9,9.8,29,213,277.38663484486875
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4,A9,Z,11.0,8.1,9.7,29,228,277.38663484486875
MERCEDES-BENZ,E 450 4MATIC,MID-SIZE,3.0,6,A9,Z,11.8,8.5,10.3,27,244,277.38663484486875
MERCEDES-BENZ,E 450 4MATIC Cabriolet,SUBCOMPACT,3.0,6,A9,Z,12.7,10.1,11.6,24,271,277.38663484486875
MERCEDES-BENZ,E 450 4MATIC Coupe,SUBCOMPACT,3.0,6,A9,Z,12.5,9.1,11.0,26,257,277.38663484486875
MERCEDES-BENZ,E 450 4MATIC Wagon,STATION WAGON - MID-SIZE,3.0,6,A9,Z,12.3,8.9,10.8,26,254,277.38663484486875
MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8,A9,Z,18.0,14.1,16.3,17,378,277.38663484486875
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AM7,Z,10.1,7.6,9.0,31,209,277.38663484486875
MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,A9,Z,11.0,8.7,10.0,28,234,277.38663484486875
MERCEDES-BENZ,GLC 300 4MATIC Coupe,SUV - SMALL,2.0,4,A9,Z,10.8,9.0,10.0,28,234,277.38663484486875
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6,A9,Z,13.5,10.3,12.1,23,282,277.38663484486875
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3.0,6,A9,Z,14.9,11.2,13.2,21,312,277.38663484486875
MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,17.2,12.6,15.1,19,355,277.38663484486875
MERCEDES-BENZ,Maybach S 560 4MATIC,FULL-SIZE,4.0,8,A9,Z,14.4,9.5,12.2,23,286,277.38663484486875
MERCEDES-BENZ,Maybach S 650,FULL-SIZE,6.0,12,A7,Z,18.4,11.1,15.1,19,355,277.38663484486875
MERCEDES-BENZ,Metris Cargo,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,11.5,9.8,10.7,26,251,277.38663484486875
MERCEDES-BENZ,Metris Cargo LWB,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,11.3,9.6,10.5,27,248,277.38663484486875
MERCEDES-BENZ,Metris Passenger,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,12.3,10.3,11.4,25,268,277.38663484486875
MERCEDES-BENZ,S 450 4MATIC SWB,MID-SIZE,3.0,6,A9,Z,12.8,8.5,10.8,26,253,277.38663484486875
MERCEDES-BENZ,S 560 Cabriolet,SUBCOMPACT,4.0,8,A9,Z,13.8,9.2,11.7,24,275,277.38663484486875
MERCEDES-BENZ,S 560 4MATIC,FULL-SIZE,4.0,8,A9,Z,13.5,8.6,11.3,25,265,277.38663484486875
MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4.0,8,A9,Z,13.5,8.6,11.3,25,265,277.38663484486875
MERCEDES-BENZ,SL 450,TWO-SEATER,3.0,6,A9,Z,11.8,8.5,10.3,27,241,277.38663484486875
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A9,Z,13.5,9.3,11.6,24,270,277.38663484486875
MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A9,Z,10.0,7.3,8.8,32,205,277.38663484486875
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184,196.58823529411765
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3,M6,Z,8.5,6.2,7.5,38,175,196.58823529411765
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184,196.58823529411765
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,38,175,196.58823529411765
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,AS8,Z,10.2,7.6,9.0,31,212,196.58823529411765
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,M6,Z,10.5,7.4,9.1,31,214,196.58823529411765
MINI,Cooper Convertible,MINICOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184,196.58823529411765
MINI,Cooper Convertible,MINICOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,38,175,196.58823529411765
MINI,Cooper Countryman ALL4,STATION WAGON - SMALL,1.5,3,AS8,Z,10.3,7.9,9.2,31,215,196.58823529411765
MINI,Cooper Countryman ALL4,STATION WAGON - SMALL,1.5,3,M6,Z,10.5,7.4,9.1,31,214,196.58823529411765
MINI,Cooper S 3 Door,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,34,197,196.58823529411765
MINI,Cooper S 3 Door,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210,196.58823529411765
MINI,Cooper S 5 Door,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,34,197,196.58823529411765
MINI,Cooper S 5 Door,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210,196.58823529411765
MINI,Cooper S Clubman ALL4,MID-SIZE,2.0,4,AS8,Z,10.4,7.6,9.2,31,214,196.58823529411765
MINI,Cooper S Clubman ALL4,MID-SIZE,2.0,4,M6,Z,11.4,7.7,9.7,29,227,196.58823529411765
MINI,Cooper S Convertible,MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,34,197,196.58823529411765
MINI,Cooper S Convertible,MINICOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210,196.58823529411765
MINI,Cooper S Countryman ALL4,MID-SIZE,2.0,4,AS8,Z,10.5,7.6,9.2,31,215,196.58823529411765
MINI,Cooper S Countryman ALL4,MID-SIZE,2.0,4,M6,Z,11.3,7.8,9.7,29,228,196.58823529411765
MINI,John Cooper Works 3 Door,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,34,197,196.58823529411765
MINI,John Cooper Works 3 Door,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210,196.58823529411765
MINI,John Cooper Works Clubman ALL4,MID-SIZE,2.0,4,AS8,Z,10.4,7.6,9.2,31,214,196.58823529411765
MINI,John Cooper Works Clubman ALL4,MID-SIZE,2.0,4,M6,Z,11.4,7.7,9.7,29,227,196.58823529411765
MINI,John Cooper Works Convertible,MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,34,197,196.58823529411765
MINI,John Cooper Works Convertible,MINICOMPACT,2.0,4,M6,Z,10.8,7.7,9.4,30,220,196.58823529411765
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2.0,4,AS8,Z,10.6,7.8,9.3,30,220,196.58823529411765
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2.0,4,M6,Z,11.3,7.8,9.7,29,228,196.58823529411765
MITSUBISHI,Eclipse Cross 4WD,SUV - SMALL,1.5,4,AV8,X,9.6,8.9,9.3,30,216,200.50526315789475
MITSUBISHI,Mirage,COMPACT,1.2,3,AV,X,6.6,5.6,6.2,46,143,200.50526315789475
MITSUBISHI,Mirage,COMPACT,1.2,3,M5,X,7.1,5.8,6.5,43,151,200.50526315789475
MITSUBISHI,Mirage G4,COMPACT,1.2,3,AV,X,6.9,5.7,6.4,44,148,200.50526315789475
MITSUBISHI,Mirage G4,COMPACT,1.2,3,M5,X,7.2,5.9,6.6,43,153,200.50526315789475
MITSUBISHI,Outlander 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31,212,200.50526315789475
MITSUBISHI,Outlander 4WD,SUV - SMALL,3.0,6,AS6,Z,12.0,8.8,10.6,27,246,200.50526315789475
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,9.7,7.8,8.8,32,206,200.50526315789475
MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV6,X,10.1,8.2,9.2,31,213,200.50526315789475
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,10.3,8.3,9.4,30,218,200.50526315789475
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.3,11.1,25,261,236.86486486486487
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,270,236.86486486486487
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,AS7,Z,13.0,9.7,11.5,25,271,236.86486486486487
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,279,236.86486486486487
NISSAN,Altima,MID-SIZE,2.5,4,AV,X,8.6,6.1,7.4,38,174,236.86486486486487
NISSAN,Altima SR/Platinum,MID-SIZE,2.0,4,AV,X,9.1,6.9,8.1,35,190,236.86486486486487
NISSAN,Altima SR/Platinum,MID-SIZE,2.5,4,AV,X,8.5,6.3,7.5,38,177,236.86486486486487
NISSAN,Altima AWD,MID-SIZE,2.5,4,AV,X,9.1,6.5,7.9,36,186,236.86486486486487
NISSAN,Altima AWD SR/Platinum,MID-SIZE,2.5,4,AV,X,9.3,6.7,8.1,35,190,236.86486486486487
NISSAN,Armada 4WD,SUV - STANDARD,5.6,8,AS7,X,17.7,12.9,15.5,18,364,236.86486486486487
NISSAN,Frontier,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,10.7,12.3,23,290,236.86486486486487
NISSAN,Frontier,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.7,10.3,12.7,22,299,236.86486486486487
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.8,11.5,13.9,20,326,236.86486486486487
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.1,11.5,13.5,21,317,236.86486486486487
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.2,10.7,12.6,22,295,236.86486486486487
NISSAN,Kicks,MID-SIZE,1.6,4,AV,X,7.7,6.6,7.2,39,169,236.86486486486487
NISSAN,Maxima,MID-SIZE,3.5,6,AV7,Z,11.6,7.9,9.9,29,233,236.86486486486487
NISSAN,Micra,COMPACT,1.6,4,A4,X,9.0,6.8,8.0,35,188,236.86486486486487
NISSAN,Micra,COMPACT,1.6,4,M5,X,8.7,6.8,7.9,36,186,236.86486486486487
NISSAN,Murano,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.7,8.3,10.2,28,240,236.86486486486487
NISSAN,Murano AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.7,8.5,10.3,27,242,236.86486486486487
NISSAN,NV200 Cargo Van,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.8,8.8,9.3,30,218,236.86486486486487
NISSAN,Pathfinder,SUV - SMALL,3.5,6,AV,X,11.6,8.5,10.2,28,240,236.86486486486487
NISSAN,Pathfinder 4WD,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,26,250,236.86486486486487
NISSAN,Pathfinder 4WD Platinum,SUV - SMALL,3.5,6,AV,X,12.4,9.2,11.0,26,259,236.86486486486487
NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4,AV7,X,8.6,7.2,8.0,35,188,236.86486486486487
NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4,M6,X,10.1,8.1,9.2,31,217,236.86486486486487
NISSAN,Qashqai AWD,STATION WAGON - SMALL,2.0,4,AV7,X,9.1,7.6,8.4,34,198,236.86486486486487
NISSAN,Rogue,SUV - SMALL,2.5,4,AV,X,9.1,7.1,8.2,34,192,236.86486486486487
NISSAN,Rogue AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.5,8.7,32,204,236.86486486486487
NISSAN,Sentra,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,172,236.86486486486487
NISSAN,Sentra,MID-SIZE,1.8,4,M6,X,8.8,6.6,7.8,36,183,236.86486486486487
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,AV7,Z,8.9,7.3,8.2,34,193,236.86486486486487
NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,M6,Z,9.1,7.3,8.3,34,195,236.86486486486487
NISSAN,Sentra Nismo,MID-SIZE,1.6,4,AV7,Z,9.4,7.8,8.7,32,205,236.86486486486487
NISSAN,Sentra Nismo,MID-SIZE,1.6,4,M6,Z,9.5,7.6,8.7,32,204,236.86486486486487
NISSAN,Titan,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.0,11.2,13.3,21,312,236.86486486486487
NISSAN,Titan 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.2,11.1,13.4,21,315,236.86486486486487
NISSAN,Titan 4WD Pro-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.9,11.9,14.1,20,331,236.86486486486487
NISSAN,Versa,MID-SIZE,1.6,4,AV,X,7.6,6.2,7.0,40,164,236.86486486486487
NISSAN,Versa,MID-SIZE,1.6,4,M5,X,8.6,6.6,7.7,37,180,236.86486486486487
PORSCHE,911 Carrera,MINICOMPACT,3.0,6,AM7,Z,10.6,8.0,9.4,30,221,258.9414893617021
PORSCHE,911 Carrera,MINICOMPACT,3.0,6,M7,Z,11.8,8.1,10.1,28,237,258.9414893617021
PORSCHE,911 Carrera Cabriolet,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,227,258.9414893617021
PORSCHE,911 Carrera Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.0,8.2,10.3,27,241,258.9414893617021
PORSCHE,911 Carrera GTS,MINICOMPACT,3.0,6,AM7,Z,11.5,9.1,10.4,27,243,258.9414893617021
PORSCHE,911 Carrera GTS,MINICOMPACT,3.0,6,M7,Z,13.0,8.9,11.2,25,260,258.9414893617021
PORSCHE,911 Carrera GTS Cabriolet,MINICOMPACT,3.0,6,AM7,Z,11.8,9.2,10.7,26,249,258.9414893617021
PORSCHE,911 Carrera GTS Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.7,9.0,11.0,26,258,258.9414893617021
PORSCHE,911 Carrera S,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,226,258.9414893617021
PORSCHE,911 Carrera S,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.3,27,242,258.9414893617021
PORSCHE,911 Carrera S Cabriolet,MINICOMPACT,3.0,6,AM7,Z,10.8,8.4,9.7,29,228,258.9414893617021
PORSCHE,911 Carrera S Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,243,258.9414893617021
PORSCHE,911 Carrera T,MINICOMPACT,3.0,6,AM7,Z,11.9,9.1,10.6,27,248,258.9414893617021
PORSCHE,911 Carrera T,MINICOMPACT,3.0,6,M7,Z,14.6,9.4,12.3,23,286,258.9414893617021
PORSCHE,911 Carrera 4,MINICOMPACT,3.0,6,AM7,Z,10.7,8.3,9.6,29,225,258.9414893617021
PORSCHE,911 Carrera 4,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,242,258.9414893617021
PORSCHE,911 Carrera 4 Cabriolet,MINICOMPACT,3.0,6,AM7,Z,11.0,8.4,9.8,29,230,258.9414893617021
PORSCHE,911 Carrera 4 Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,258.9414893617021
PORSCHE,911 Carrera 4 GTS,MINICOMPACT,3.0,6,AM7,Z,11.8,9.2,10.6,27,248,258.9414893617021
PORSCHE,911 Carrera 4 GTS,MINICOMPACT,3.0,6,M7,Z,12.8,8.9,11.0,26,257,258.9414893617021
PORSCHE,911 Carrera 4 GTS Cabriolet,MINICOMPACT,3.0,6,AM7,Z,11.9,9.3,10.7,26,250,258.9414893617021
