Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Make_mean_encoded
PORSCHE,911 Carrera 4 GTS Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.9,9.1,11.2,25,260,258.9414893617021
PORSCHE,911 Carrera 4S,MINICOMPACT,3.0,6,AM7,Z,11.1,8.5,9.9,29,232,258.9414893617021
PORSCHE,911 Carrera 4S,MINICOMPACT,3.0,6,M7,Z,12.1,8.4,10.4,27,243,258.9414893617021
PORSCHE,911 Carrera 4S Cabriolet,MINICOMPACT,3.0,6,AM7,Z,11.0,8.5,9.9,29,231,258.9414893617021
PORSCHE,911 Carrera 4S Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,258.9414893617021
PORSCHE,911 GT2 RS,TWO-SEATER,3.8,6,AM7,Z,15.3,11.2,13.5,21,315,258.9414893617021
PORSCHE,911 GT3,TWO-SEATER,4.0,6,AM7,Z,15.8,11.7,13.9,20,324,258.9414893617021
PORSCHE,911 GT3,TWO-SEATER,4.0,6,M6,Z,18.0,11.5,15.1,19,352,258.9414893617021
PORSCHE,911 GT3 RS,TWO-SEATER,4.0,6,AM7,Z,16.1,12.2,14.4,20,335,258.9414893617021
PORSCHE,911 GT3 Touring,TWO-SEATER,4.0,6,M6,Z,16.4,11.2,14.1,20,334,258.9414893617021
PORSCHE,911 Speedster,TWO-SEATER,4.0,6,M6,Z,17.4,12.4,15.1,19,350,258.9414893617021
PORSCHE,911 Targa 4,MINICOMPACT,3.0,6,AM7,Z,10.9,8.4,9.8,29,228,258.9414893617021
PORSCHE,911 Targa 4,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,258.9414893617021
PORSCHE,911 Targa 4 GTS,MINICOMPACT,3.0,6,AM7,Z,12.1,9.2,10.8,26,251,258.9414893617021
PORSCHE,911 Targa 4 GTS,MINICOMPACT,3.0,6,M7,Z,13.2,9.2,11.4,25,266,258.9414893617021
PORSCHE,911 Targa 4S,MINICOMPACT,3.0,6,AM7,Z,11.1,8.6,10.0,28,233,258.9414893617021
PORSCHE,911 Targa 4S,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,258.9414893617021
PORSCHE,911 Turbo,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266,258.9414893617021
PORSCHE,911 Turbo Cabriolet,MINICOMPACT,3.8,6,AM7,Z,12.7,9.9,11.4,25,267,258.9414893617021
PORSCHE,911 Turbo S,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266,258.9414893617021
PORSCHE,911 Turbo S Cabriolet,MINICOMPACT,3.8,6,AM7,Z,12.7,9.9,11.4,25,267,258.9414893617021
PORSCHE,911 Turbo S Exclusive Cabriolet,MINICOMPACT,3.8,6,AM7,Z,14.3,10.9,12.7,22,297,258.9414893617021
PORSCHE,Boxster,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219,258.9414893617021
PORSCHE,Boxster,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,258.9414893617021
PORSCHE,Boxster GTS,TWO-SEATER,2.5,4,AM7,Z,11.8,9.2,10.6,27,249,258.9414893617021
PORSCHE,Boxster GTS,TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11.0,26,257,258.9414893617021
PORSCHE,Boxster S,TWO-SEATER,2.5,4,AM7,Z,11.1,8.4,9.9,29,231,258.9414893617021
PORSCHE,Boxster S,TWO-SEATER,2.5,4,M6,Z,12.1,9.0,10.7,26,249,258.9414893617021
PORSCHE,Cayenne,SUV - STANDARD,3.0,6,AS8,Z,12.5,10.0,11.4,25,265,258.9414893617021
PORSCHE,Cayenne S,SUV - STANDARD,2.9,6,AS8,Z,12.9,10.4,11.8,24,275,258.9414893617021
PORSCHE,Cayenne Turbo,SUV - STANDARD,4.0,8,AS8,Z,15.6,12.4,14.1,20,329,258.9414893617021
PORSCHE,Cayman,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219,258.9414893617021
PORSCHE,Cayman,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,258.9414893617021
PORSCHE,Cayman GTS,TWO-SEATER,2.5,4,AM7,Z,11.8,9.2,10.6,27,249,258.9414893617021
PORSCHE,Cayman GTS,TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11.0,26,257,258.9414893617021
PORSCHE,Cayman S,TWO-SEATER,2.5,4,AM7,Z,11.1,8.4,9.9,29,231,258.9414893617021
PORSCHE,Cayman S,TWO-SEATER,2.5,4,M6,Z,12.1,9.0,10.7,26,249,258.9414893617021
PORSCHE,Macan,SUV - SMALL,2.0,4,AM7,Z,12.2,10.2,11.3,25,264,258.9414893617021
PORSCHE,Macan S,SUV - SMALL,3.0,6,AM7,Z,12.9,10.2,11.7,24,272,258.9414893617021
PORSCHE,Panamera,FULL-SIZE,3.0,6,AM8,Z,12.4,8.7,10.7,26,250,258.9414893617021
PORSCHE,Panamera 4,FULL-SIZE,3.0,6,AM8,Z,12.4,9.0,10.9,26,253,258.9414893617021
PORSCHE,Panamera 4 Executive,FULL-SIZE,3.0,6,AM8,Z,12.4,9.0,10.9,26,253,258.9414893617021
PORSCHE,Panamera 4 ST,FULL-SIZE,3.0,6,AM8,Z,12.2,8.9,10.7,26,250,258.9414893617021
PORSCHE,Panamera 4S,FULL-SIZE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261,258.9414893617021
PORSCHE,Panamera 4S Executive,FULL-SIZE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261,258.9414893617021
PORSCHE,Panamera 4S ST,FULL-SIZE,2.9,6,AM8,Z,13.1,9.8,11.6,24,273,258.9414893617021
PORSCHE,Panamera GTS,FULL-SIZE,4.0,8,AM8,Z,14.5,10.2,12.6,22,295,258.9414893617021
PORSCHE,Panamera GTS ST,FULL-SIZE,4.0,8,AM8,Z,15.7,10.5,13.4,21,313,258.9414893617021
PORSCHE,Panamera Turbo,FULL-SIZE,4.0,8,AM8,Z,12.8,9.2,11.2,25,261,258.9414893617021
PORSCHE,Panamera Turbo Executive,FULL-SIZE,4.0,8,AM8,Z,12.8,9.2,11.2,25,261,258.9414893617021
PORSCHE,Panamera Turbo ST,FULL-SIZE,4.0,8,AM8,Z,13.4,10.1,11.9,24,279,258.9414893617021
RAM,1500 eTorque,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.9,9.4,10.8,26,253,292.4020618556701
RAM,1500 HFE eTorque,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.6,9.0,10.4,27,246,292.4020618556701
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,10.5,13.6,21,320,292.4020618556701
RAM,1500 eTorque,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.1,10.3,12.4,23,290,292.4020618556701
RAM,1500 4X4 eTorque,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.2,9.7,11.1,25,260,292.4020618556701
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.0,13.8,20,325,292.4020618556701
RAM,1500 4X4 eTorque,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.3,11.1,12.9,22,302,292.4020618556701
RAM,1500 Classic EcoDiesel,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.8,8.6,10.4,27,278,292.4020618556701
RAM,1500 Classic FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.6,11.9,24,280,292.4020618556701
RAM,1500 Classic FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.7,13.8,17.0,17,283,292.4020618556701
RAM,1500 Classic,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.0,12.0,14.8,19,346,292.4020618556701
RAM,1500 Classic,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11.0,13.6,21,319,292.4020618556701
RAM,1500 Classic 4X4 EcoDiesel,PICKUP TRUCK - STANDARD,3.0,6,A8,D,12.3,8.8,10.8,26,289,292.4020618556701
RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6,22,294,292.4020618556701
RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.7,18.0,16,300,292.4020618556701
RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18.7,13.3,16.3,17,382,292.4020618556701
RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14.0,20,328,292.4020618556701
RAM,ProMaster City,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9,29,232,292.4020618556701
ROLLS-ROYCE,Cullinan,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,388.48
ROLLS-ROYCE,Dawn,COMPACT,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,388.48
ROLLS-ROYCE,Ghost,FULL-SIZE,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,388.48
ROLLS-ROYCE,Ghost EWB,FULL-SIZE,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,388.48
ROLLS-ROYCE,Phantom,FULL-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,388.48
ROLLS-ROYCE,Phantom EWB,FULL-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,388.48
ROLLS-ROYCE,Wraith,MID-SIZE,6.6,12,AS8,Z,19.6,12.9,16.6,17,388,388.48
SUBARU,Ascent AWD,SUV - STANDARD,2.4,4,AV8,X,11.6,9.0,10.4,27,244,217.61428571428573
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,9.7,7.2,8.6,33,200,217.61428571428573
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.2,8.3,9.9,29,231,217.61428571428573
SUBARU,Crosstrek AWD,SUV - SMALL,2.0,4,AV7,X,8.8,7.2,8.1,35,188,217.61428571428573
SUBARU,Crosstrek AWD,SUV - SMALL,2.0,4,M6,X,10.5,8.1,9.4,30,220,217.61428571428573
SUBARU,Forester AWD,SUV - SMALL,2.5,4,AV7,X,9.0,7.2,8.2,34,192,217.61428571428573
SUBARU,Impreza 4-Door AWD,MID-SIZE,2.0,4,AV7,X,8.3,6.4,7.5,38,174,217.61428571428573
SUBARU,Impreza 4-Door AWD,MID-SIZE,2.0,4,M5,X,10.1,7.5,8.9,32,209,217.61428571428573
SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2.0,4,AV7,X,8.4,6.6,7.6,37,177,217.61428571428573
SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2.0,4,M5,X,10.1,7.7,9.0,31,211,217.61428571428573
SUBARU,Legacy AWD,MID-SIZE,2.5,4,AV7,X,9.3,7.0,8.2,34,193,217.61428571428573
SUBARU,Legacy AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.3,10.3,27,241,217.61428571428573
SUBARU,Outback AWD,SUV - SMALL,2.5,4,AV7,X,9.4,7.3,8.5,33,198,217.61428571428573
SUBARU,Outback AWD,SUV - SMALL,3.6,6,AV6,X,12.0,8.7,10.5,27,247,217.61428571428573
SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Z,12.6,9.6,11.2,25,256,217.61428571428573
SUBARU,WRX AWD,COMPACT,2.0,4,M6,Z,11.3,8.5,10.0,28,235,217.61428571428573
SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,14.3,10.7,12.7,22,296,217.61428571428573
TOYOTA,4Runner 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,11.9,13.2,21,308,224.42424242424244
TOYOTA,4Runner 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.3,11.9,13.2,21,308,224.42424242424244
TOYOTA,86,MINICOMPACT,2.0,4,AS6,Z,9.9,7.3,8.7,32,204,224.42424242424244
TOYOTA,86,MINICOMPACT,2.0,4,M6,Z,11.3,8.3,9.9,29,232,224.42424242424244
TOYOTA,Avalon,MID-SIZE,3.5,6,AS8,X,10.9,7.6,9.4,30,220,224.42424242424244
TOYOTA,Camry,MID-SIZE,2.5,4,AS8,X,8.1,5.7,6.9,41,164,224.42424242424244
TOYOTA,Camry LE/SE,MID-SIZE,2.5,4,AS8,X,8.4,6.1,7.4,38,173,224.42424242424244
TOYOTA,Camry XLE/XSE,MID-SIZE,2.5,4,AS8,X,8.5,6.2,7.5,38,175,224.42424242424244
TOYOTA,Camry,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9.0,31,210,224.42424242424244
TOYOTA,Camry XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,31,215,224.42424242424244
TOYOTA,Camry Hybrid LE,MID-SIZE,2.5,4,AV6,X,4.9,4.8,4.9,58,113,224.42424242424244
TOYOTA,Camry Hybrid XLE/SE,MID-SIZE,2.5,4,AV6,X,5.3,5.0,5.1,55,121,224.42424242424244
TOYOTA,C-HR,COMPACT,2.0,4,AS7,X,8.7,7.5,8.2,34,189,224.42424242424244
TOYOTA,Corolla,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,174,224.42424242424244
TOYOTA,Corolla,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.6,37,178,224.42424242424244
TOYOTA,Corolla,MID-SIZE,1.8,4,M6,X,8.5,6.6,7.6,37,178,224.42424242424244
TOYOTA,Corolla LE Eco,MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163,224.42424242424244
TOYOTA,Corolla Hatchback,COMPACT,2.0,4,AV10,X,7.5,5.8,6.7,42,157,224.42424242424244
TOYOTA,Corolla Hatchback,COMPACT,2.0,4,M6,X,8.4,6.3,7.5,38,174,224.42424242424244
TOYOTA,Highlander,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3,27,243,224.42424242424244
TOYOTA,Highlander AWD,SUV - STANDARD,3.5,6,AS8,X,12.1,9.0,10.6,27,250,224.42424242424244
TOYOTA,Highlander AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,12.0,8.9,10.6,27,248,224.42424242424244
TOYOTA,Highlander AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,242,224.42424242424244
TOYOTA,Highlander Hybrid AWD,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3,34,193,224.42424242424244
TOYOTA,Prius,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.4,64,105,224.42424242424244
TOYOTA,Prius AWD,MID-SIZE,1.8,4,AV,X,4.5,4.9,4.7,60,109,224.42424242424244
TOYOTA,Prius c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120,224.42424242424244
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS8,X,8.8,6.7,7.8,36,183,224.42424242424244
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS8,X,9.2,7.1,8.3,34,190,224.42424242424244
TOYOTA,RAV4 Hybrid AWD,SUV - SMALL,2.5,4,AV6,X,5.8,6.3,6.0,47,140,224.42424242424244
TOYOTA,Sequoia 4WD,SUV - STANDARD,5.7,8,AS6,X,18.4,13.8,16.4,17,384,224.42424242424244
TOYOTA,Sienna,MINIVAN,3.5,6,AS8,X,12.4,8.9,10.8,26,254,224.42424242424244
TOYOTA,Sienna AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,24,274,224.42424242424244
TOYOTA,Tacoma,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.1,10.1,11.2,25,263,224.42424242424244
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.6,11.7,24,274,224.42424242424244
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.0,10.5,11.9,24,278,224.42424242424244
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.4,12.7,22,299,224.42424242424244
TOYOTA,Tacoma 4WD D-Cab Off-Road,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300,224.42424242424244
TOYOTA,Tundra,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.6,15.9,18,371,224.42424242424244
TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,13.1,14.9,19,354,224.42424242424244
TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.0,14.1,16.3,17,382,224.42424242424244
TOYOTA,Yaris,COMPACT,1.5,4,AS6,X,7.3,5.8,6.6,43,155,224.42424242424244
TOYOTA,Yaris (SIL),COMPACT,1.5,4,M6,X,7.8,6.0,6.8,42,164,224.42424242424244
TOYOTA,Yaris Hatchback,COMPACT,1.5,4,A4,X,7.9,6.8,7.4,38,173,224.42424242424244
TOYOTA,Yaris Hatchback,COMPACT,1.5,4,M5,X,7.8,6.5,7.2,39,169,224.42424242424244
VOLKSWAGEN,Arteon 4MOTION,FULL-SIZE,2.0,4,AS8,Z,12.0,8.6,10.4,27,244,209.33502538071065
VOLKSWAGEN,Atlas,SUV - SMALL,2.0,4,AS8,X,11.6,9.1,10.5,27,245,209.33502538071065
VOLKSWAGEN,Atlas 4MOTION,SUV - STANDARD,3.6,6,AS8,X,13.8,10.2,12.2,23,286,209.33502538071065
VOLKSWAGEN,Beetle,COMPACT,2.0,4,AS6,X,9.0,7.1,8.2,34,191,209.33502538071065
VOLKSWAGEN,Beetle Convertible,SUBCOMPACT,2.0,4,AS6,X,9.0,7.1,8.2,34,191,209.33502538071065
VOLKSWAGEN,Beetle Dune,COMPACT,2.0,4,AS6,X,9.1,6.9,8.1,35,189,209.33502538071065
VOLKSWAGEN,Beetle Dune Convertible,SUBCOMPACT,2.0,4,AS6,X,9.1,6.9,8.1,35,189,209.33502538071065
VOLKSWAGEN,Golf,COMPACT,1.4,4,AS8,X,8.1,6.4,7.4,38,172,209.33502538071065
VOLKSWAGEN,Golf,COMPACT,1.4,4,M6,X,8.2,6.3,7.4,38,172,209.33502538071065
VOLKSWAGEN,Golf GTI,COMPACT,2.0,4,AM7,X,9.6,7.5,8.6,33,202,209.33502538071065
VOLKSWAGEN,Golf GTI,COMPACT,2.0,4,M6,X,9.8,7.3,8.7,32,203,209.33502538071065
VOLKSWAGEN,Golf R,COMPACT,2.0,4,AM7,Z,10.2,7.9,9.2,31,213,209.33502538071065
VOLKSWAGEN,Golf R,COMPACT,2.0,4,M6,Z,11.4,8.2,9.9,29,232,209.33502538071065
VOLKSWAGEN,Golf Alltrack,STATION WAGON - SMALL,1.8,4,AM6,X,10.7,8.0,9.4,30,220,209.33502538071065
VOLKSWAGEN,Golf Alltrack,STATION WAGON - SMALL,1.8,4,M6,X,11.1,7.8,9.6,29,225,209.33502538071065
VOLKSWAGEN,Golf SportWagen,STATION WAGON - SMALL,1.4,4,AS8,X,8.6,6.5,7.6,37,178,209.33502538071065
VOLKSWAGEN,Golf SportWagen,STATION WAGON - SMALL,1.4,4,M6,X,8.2,6.3,7.4,38,172,209.33502538071065
VOLKSWAGEN,Golf SportWagen 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,X,10.8,8.1,9.6,29,224,209.33502538071065
VOLKSWAGEN,Golf SportWagen 4MOTION,STATION WAGON - SMALL,1.8,4,M6,X,10.8,7.6,9.3,30,218,209.33502538071065
VOLKSWAGEN,Jetta,COMPACT,1.4,4,AS8,X,7.8,5.9,7.0,40,162,209.33502538071065
VOLKSWAGEN,Jetta,COMPACT,1.4,4,M6,X,7.9,5.9,7.0,40,163,209.33502538071065
VOLKSWAGEN,Jetta GLI,COMPACT,2.0,4,AM7,X,9.3,7.2,8.4,34,196,209.33502538071065
VOLKSWAGEN,Jetta GLI,COMPACT,2.0,4,M6,X,9.6,7.3,8.5,33,200,209.33502538071065
VOLKSWAGEN,Passat,MID-SIZE,2.0,4,AS6,X,9.3,6.5,8.1,35,188,209.33502538071065
VOLKSWAGEN,Tiguan,SUV - SMALL,2.0,4,AS8,X,10.7,8.0,9.5,30,221,209.33502538071065
VOLKSWAGEN,Tiguan 4MOTION,SUV - SMALL,2.0,4,AS8,X,11.1,8.1,9.8,29,228,209.33502538071065
VOLVO,S60 T5,COMPACT,2.0,4,AS8,Z,9.9,6.6,8.4,34,197,230.05645161290323
VOLVO,S60 T6 AWD,COMPACT,2.0,4,AS8,Z,11.1,7.3,9.4,30,218,230.05645161290323
VOLVO,S90 T5 AWD,MID-SIZE,2.0,4,AS8,Z,10.6,7.4,9.2,31,215,230.05645161290323
VOLVO,S90 T6 AWD,MID-SIZE,2.0,4,AS8,Z,11.1,7.3,9.4,30,219,230.05645161290323
VOLVO,V60 T5,STATION WAGON - SMALL,2.0,4,AS8,Z,9.9,6.6,8.4,34,197,230.05645161290323
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4,AS8,Z,11.1,7.3,9.4,30,219,230.05645161290323
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,Z,10.8,7.6,9.3,30,218,230.05645161290323
VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,11.1,7.3,9.4,30,219,230.05645161290323
VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,11.6,8.1,10.0,28,233,230.05645161290323
VOLVO,XC40 T5 AWD,SUV - SMALL,2.0,4,AS8,Z,10.3,7.5,9.0,31,211,230.05645161290323
VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS8,Z,11.3,8.5,10.0,28,233,230.05645161290323
VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4,AS8,Z,11.8,8.6,10.4,27,242,230.05645161290323
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,11.3,8.5,10.0,28,233,230.05645161290323
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4,AS8,Z,12.1,8.9,10.7,26,250,230.05645161290323
ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.9,7.0,8.6,33,199,223.65277777777777
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,12.3,9.2,10.9,26,254,223.65277777777777
ACURA,MDX SH-AWD A-SPEC,SUV - SMALL,3.5,6,AS9,Z,12.2,9.5,11.0,26,258,223.65277777777777
ACURA,MDX Hybrid AWD,SUV - SMALL,3.0,6,AM7,Z,9.1,9.0,9.0,31,210,223.65277777777777
ACURA,RDX AWD,SUV - SMALL,2.0,4,AS10,Z,11.0,8.6,9.9,29,232,223.65277777777777
ACURA,RDX AWD A-SPEC,SUV - SMALL,2.0,4,AS10,Z,11.3,9.1,10.3,27,241,223.65277777777777
ACURA,RLX Hybrid,MID-SIZE,3.5,6,AM7,Z,8.4,8.2,8.4,34,196,223.65277777777777
ACURA,TLX A-SPEC,COMPACT,2.4,4,AM8,Z,10.2,7.4,8.9,32,209,223.65277777777777
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.4,7.7,9.8,29,228,223.65277777777777
ACURA,TLX SH-AWD A-SPEC/Limited Edition,COMPACT,3.5,6,AS9,Z,12.0,8.2,10.3,27,240,223.65277777777777
ALFA ROMEO,4C Spider,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197,224.9
ALFA ROMEO,Giulia,MID-SIZE,2.0,4,A8,Z,10.0,7.2,8.7,32,205,224.9
ALFA ROMEO,Giulia AWD,MID-SIZE,2.0,4,A8,Z,10.5,7.7,9.2,31,217,224.9
ALFA ROMEO,Giulia Quadrifoglio,MID-SIZE,2.9,6,A8,Z,13.5,9.3,11.6,24,271,224.9
ALFA ROMEO,Stelvio,SUV - SMALL,2.0,4,A8,Z,10.3,8.1,9.3,30,218,224.9
ALFA ROMEO,Stelvio AWD,SUV - SMALL,2.0,4,A8,Z,10.8,8.3,9.6,29,226,224.9
ALFA ROMEO,Stelvio AWD Quadrifoglio,SUV - SMALL,2.9,6,A8,Z,13.9,10.3,12.3,23,288,224.9
ASTON MARTIN,DB11 V8,MINICOMPACT,4.0,8,A8,Z,13.0,9.8,11.5,25,271,339.6170212765957
ASTON MARTIN,DB11 AMR,MINICOMPACT,5.2,12,A8,Z,15.5,10.6,13.3,21,312,339.6170212765957
ASTON MARTIN,DBS Superleggera,MINICOMPACT,5.2,12,A8,Z,16.4,10.7,13.8,20,324,339.6170212765957
ASTON MARTIN,Vantage V8,TWO-SEATER,4.0,8,A8,Z,13.1,9.6,11.5,25,270,339.6170212765957
ASTON MARTIN,Vantage V8,TWO-SEATER,4.0,8,M7,Z,16.7,11.2,14.2,20,333,339.6170212765957
AUDI,A3,SUBCOMPACT,2.0,4,AM7,X,8.8,6.5,7.8,36,182,250.84615384615384
AUDI,A3 quattro,SUBCOMPACT,2.0,4,AM7,X,10.8,8.0,9.5,30,224,250.84615384615384
AUDI,A3 Cabriolet quattro,SUBCOMPACT,2.0,4,AM7,X,10.8,8.0,9.5,30,224,250.84615384615384
AUDI,A4 quattro,COMPACT,2.0,4,AM7,Z,10.0,7.3,8.8,32,205,250.84615384615384
AUDI,A4 allroad quattro,STATION WAGON - SMALL,2.0,4,AM7,Z,10.0,7.4,8.8,32,206,250.84615384615384
AUDI,A5 quattro,SUBCOMPACT,2.0,4,AM7,Z,10.0,7.3,8.8,32,205,250.84615384615384
AUDI,A5 Cabriolet quattro,SUBCOMPACT,2.0,4,AM7,Z,10.0,7.4,8.8,32,206,250.84615384615384
AUDI,A5 Sportback quattro,MID-SIZE,2.0,4,AM7,Z,10.0,7.3,8.8,32,205,250.84615384615384
AUDI,A6 quattro,MID-SIZE,2.0,4,AM7,Z,9.8,7.4,8.7,32,205,250.84615384615384
AUDI,A6 quattro,MID-SIZE,3.0,6,AM7,Z,10.9,8.2,9.7,29,226,250.84615384615384
AUDI,A6 allroad,MID-SIZE,3.0,6,AM7,Z,11.8,9.1,10.6,27,247,250.84615384615384
AUDI,A7 quattro,MID-SIZE,3.0,6,AM7,Z,10.9,8.2,9.7,29,226,250.84615384615384
AUDI,A8L,FULL-SIZE,3.0,6,AS8,Z,13.5,8.9,11.5,25,267,250.84615384615384
AUDI,A8L,FULL-SIZE,4.0,8,AS8,Z,15.4,10.4,13.2,21,308,250.84615384615384
AUDI,Q3 quattro,SUV - SMALL,2.0,4,AS8,X,12.3,8.6,10.6,27,248,250.84615384615384
AUDI,Q5,SUV - SMALL,2.0,4,AM7,Z,10.7,8.4,9.7,29,226,250.84615384615384
AUDI,Q7,SUV - STANDARD,3.0,6,AS8,Z,13.8,11.4,12.7,22,296,250.84615384615384
AUDI,Q8,SUV - STANDARD,3.0,6,AS8,Z,13.8,11.4,12.7,22,296,250.84615384615384
AUDI,R8 Coupe,TWO-SEATER,5.2,10,AM7,Z,17.5,11.7,14.9,19,347,250.84615384615384
AUDI,R8 Spyder,TWO-SEATER,5.2,10,AM7,Z,17.5,11.7,14.9,19,347,250.84615384615384
AUDI,RS 3,SUBCOMPACT,2.5,5,AM7,Z,12.1,8.4,10.4,27,243,250.84615384615384
AUDI,S3,SUBCOMPACT,2.0,4,AM7,Z,10.7,8.0,9.5,30,222,250.84615384615384
AUDI,S4,COMPACT,3.0,6,AS8,Z,11.8,8.9,10.5,27,245,250.84615384615384
AUDI,S5,SUBCOMPACT,3.0,6,AS8,Z,11.8,8.9,10.5,27,245,250.84615384615384
AUDI,S5 Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,12.1,9.1,10.8,26,252,250.84615384615384
